Order_Date,Order_ID,Product_ID,Customer,Unit_quantity,Weight,Ship_ahead_day_count,Ship_Late_Day_count,Origin_Port,Destination_Port,Carrier,Plant_Code,TPT,Service_Level
26/5/2013,1447260609,1700035,V55555_53,3333,42.2,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447158014,1700035,V55555_53,2928,38.04,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447191275,1700035,V55555_53,1279,14.4,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447170786,1700035,V55555_53,1320,16.4,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447138897,1700035,V55555_53,2285,32.8,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447240999,1700035,V55555_53,1819,23.1,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447320234,1700035,V55555_53,339,1.54,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447351442,1700035,V55555_53,4302,66.6,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447381680,1700035,V55555_53,3322,42.2,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447178728,1700035,V55555_53,781,7.7,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447398417,1700035,V55555_53,3266,43.2,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447191280,1697317,V55555_53,2716,457.16,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447308639,1696799,V55555_53,1498,245.08,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447155061,1696799,V55555_53,617,54.52,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447155063,1696799,V55555_53,898,113.04,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447260619,1696799,V55555_53,555,56.52,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447398415,1697317,V55555_53,4377,820.44,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447191291,1697317,V55555_53,540,60.52,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202234,1697317,V55555_53,887,121.04,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447260620,1696799,V55555_53,1803,302.6,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447143192,1697317,V55555_53,936,144.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447241008,1697317,V55555_53,2040,368.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447155059,1696799,V55555_53,3003,498.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447232834,1697317,V55555_53,2095,384.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447178730,1696799,V55555_53,2034,337.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447308638,1696799,V55555_53,973,136.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447143211,1697317,V55555_53,529,37.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447254054,1696799,V55555_53,2992,525.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447170787,1696799,V55555_53,2066,369.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447219267,1696799,V55555_53,3914,644.24,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447296452,1697317,V55555_53,1222,164.56,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447232836,1696799,V55555_53,3876,717.24,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447138895,1697317,V55555_53,2079,345.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447178731,1697317,V55555_53,1136,184.56,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447138905,1696799,V55555_53,3931,777.24,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447211523,1696799,V55555_53,2393,434.64,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447364332,1697317,V55555_53,1655,257.76,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447260626,1697317,V55555_53,2078,345.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447398418,1697317,V55555_53,946,148.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447308588,1697317,V55555_53,2120,335.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202440,1697317,V55555_53,1230,195.56,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447351443,1697317,V55555_53,2115,344.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447158021,1696799,V55555_53,2045,346.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447316598,1697317,V55555_53,935,134.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447155064,1697317,V55555_53,2943,540.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447329979,1697317,V55555_53,2936,567.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447191278,1696799,V55555_53,2985,484.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447373139,1697317,V55555_53,2938,521.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447363982,1697317,V55555_53,716,83.36,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447211524,1696799,V55555_53,4464,813.28,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202439,1696799,V55555_53,2109,331.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447241230,1696799,V55555_53,2978,504.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447143197,1696799,V55555_53,2100,333.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447158022,1697317,V55555_53,2066,341.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447170790,1697317,V55555_53,2972,508.68,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447254059,1697317,V55555_53,2069,348.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447316597,1697317,V55555_53,2233,404.8,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447381636,1697317,V55555_53,2088,353.12,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447178729,1696798,V55555_53,2665,417.92,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202433,1696798,V55555_53,1961,308.36,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447138903,1696798,V55555_53,2974,524.16,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447296449,1696798,V55555_53,2322,397.6,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447296451,1696798,V55555_53,950,132.56,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447358736,1696798,V55555_53,1942,292.36,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202425,1696798,V55555_53,352,19.08,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447143196,1696798,V55555_53,1208,176.72,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447202193,1696798,V55555_53,2117,293.44,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447211522,1696798,V55555_53,2087,341.44,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447158025,1696798,V55555_53,3927,608.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447352432,1696798,V55555_53,4090,641.04,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447155058,1696798,V55555_53,3851,704.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447170794,1696798,V55555_53,3927,619.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447191283,1696798,V55555_53,3845,676.88,3,0,PORT09,PORT09,V44_3,PLANT16,1,CRF
26/5/2013,1447306623,1699333,V555555555555555_29,1529,3.008251427,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306542,1699268,V555555555555555_29,1495,2.653359699,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447392841,1699268,V555555555555555_29,899,1.326679849,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306544,1699268,V555555555555555_29,1437,2.653359699,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447189596,1699584,V555555555555555_29,1914,5.94,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447189595,1699584,V555555555555555_29,1956,5.94,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447189594,1699584,V555555555555555_29,1964,5.94,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405924,1699584,V555555555555555_29,1961,5.94,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447306545,1699584,V555555555555555_29,3624,11.82,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182455,1699562,V555555555555555_29,4802,8.892328134,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320770,1699562,V555555555555555_29,4871,8.892328134,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447317000,1699562,V555555555555555_29,1768,2.964109378,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320724,1699564,V555555555555555_29,10054,8.931931144,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447306568,1699564,V555555555555555_29,14988,13.39789672,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306638,1699564,V555555555555555_29,10079,8.931931144,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447399897,1699561,V555555555555555_29,12802,10.8954652,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306541,1699561,V555555555555555_29,5308,4.35818608,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306622,1699561,V555555555555555_29,10309,8.716372159,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320842,1699561,V555555555555555_29,10235,8.716372159,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447399895,1699561,V555555555555555_29,10295,8.716372159,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320824,1699793,V555555555555555_29,1910,5.92,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447418501,1700980,V555555555555555_29,2840,5.76,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447379298,1699792,V555555555555555_29,12737,9.302254114,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447269469,1699792,V555555555555555_29,42789,28.62766399,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447379326,1699792,V555555555555555_29,7821,5.581352469,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447269471,1699792,V555555555555555_29,20304,13.88360658,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182454,1699792,V555555555555555_29,15243,11.16270494,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447379202,1699792,V555555555555555_29,10279,7.441803291,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447344846,1699314,V555555555555555_29,1156,6.446666667,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447412853,1699314,V555555555555555_29,1233,6.44,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447313127,1699314,V555555555555555_29,1196,6.4,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447320656,1699315,V555555555555555_29,19176,51.97976608,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447269470,1699315,V555555555555555_29,5648,16.7085046,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182459,1699312,V555555555555555_29,3905,9.471312,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182461,1699795,V555555555555555_29,6662,13.33134639,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447410409,1699795,V555555555555555_29,13116,30.66269278,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447306546,1699795,V555555555555555_29,1847,3.582836597,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447403804,1699795,V555555555555555_29,6694,13.33134639,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447392327,1699795,V555555555555555_29,3505,7.165673194,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447392329,1699795,V555555555555555_29,6652,14.33134639,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447392328,1699795,V555555555555555_29,5125,10.74850979,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447320843,1699797,V555555555555555_29,5966,8.199930523,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447379299,1699797,V555555555555555_29,4060,5.466620348,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447399896,1699797,V555555555555555_29,11655,17.39986105,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447355126,1699797,V555555555555555_29,6010,8.199930523,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447379325,1699797,V555555555555555_29,7920,11.9332407,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447182475,1699371,V555555555555555_29,6005,5.8977068,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182479,1699371,V555555555555555_29,2249,1.965902267,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320825,1699836,V555555555555555_29,12243,118.74,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447405963,1699836,V555555555555555_29,3864,33.86,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447320802,1699329,V555555555555555_29,8665,45.19328472,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447306593,1699329,V555555555555555_29,858,3.156663194,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447306625,1699329,V555555555555555_29,2677,13.62665278,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405948,1699329,V555555555555555_29,854,3.156663194,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447182482,1699327,V555555555555555_29,926,2.697477693,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405955,1699623,V555555555555555_29,10531,39.18065154,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447325922,1699625,V555555555555555_29,12240,46.29109617,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447182469,1699625,V555555555555555_29,840,2.114554808,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447392876,1699625,V555555555555555_29,9288,34.71832212,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447325914,1699625,V555555555555555_29,844,2.114554808,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447325916,1699625,V555555555555555_29,15926,56.97842501,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447269587,1699248,V555555555555555_29,1445,3.987005723,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182481,1699248,V555555555555555_29,3291,9.967514308,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447406047,1699248,V555555555555555_29,3250,9.967514308,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447242979,1699416,V555555555555555_29,4500,12.79197484,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447340138,1699416,V555555555555555_29,5049,15.76225696,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447252497,1699416,V555555555555555_29,2682,7.88112848,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447340137,1699416,V555555555555555_29,5088,15.76225696,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182464,1699418,V555555555555555_29,14093,48.30336532,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405956,1699418,V555555555555555_29,890,1.926233275,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447405946,1699419,V555555555555555_29,5092,13.15486052,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447365155,1699419,V555555555555555_29,2708,7.077430258,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405962,1699419,V555555555555555_29,7494,23.23229077,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447316993,1699419,V555555555555555_29,2704,7.077430258,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447340136,1699419,V555555555555555_29,9853,29.30972103,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447331106,1699419,V555555555555555_29,12895,39.15650885,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447182477,1699419,V555555555555555_29,5075,15.15486052,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447325827,1699419,V555555555555555_29,897,1.769357565,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447325826,1699419,V555555555555555_29,2700,7.077430258,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320841,1699417,V555555555555555_29,10274,22.58849844,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447399894,1699417,V555555555555555_29,10333,21.58849844,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447405987,1699417,V555555555555555_29,7282,16.51194891,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447320771,1699417,V555555555555555_29,4314,9.435399377,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
26/5/2013,1447182456,1699417,V555555555555555_29,5323,12.79424922,0,0,PORT04,PORT09,V44_3,PLANT03,4,CRF
26/5/2013,1447320772,1699417,V555555555555555_29,3318,7.076549533,0,0,PORT04,PORT09,V44_3,PLANT03,0,CRF
