Plant_Code,Product_ID
PLANT02,1683525
PLANT02,1683527
PLANT02,1683739
PLANT02,1683749
PLANT02,1683760
PLANT02,1683769
PLANT02,1683773
PLANT02,1683808
PLANT02,1684637
PLANT02,1684644
PLANT02,1684645
PLANT02,1684646
PLANT02,1684649
PLANT02,1684659
PLANT02,1684722
PLANT02,1684724
PLANT02,1684725
PLANT02,1684728
PLANT02,1684730
PLANT02,1684740
PLANT02,1684741
PLANT02,1684743
PLANT02,1684752
PLANT02,1684767
PLANT02,1684768
PLANT02,1684771
PLANT02,1684772
PLANT02,1684773
PLANT02,1685107
PLANT02,1687191
PLANT02,1688285
PLANT02,1688288
PLANT02,1688290
PLANT02,1688292
PLANT02,1688294
PLANT02,1688571
PLANT02,1688575
PLANT02,1688587
PLANT02,1688589
PLANT02,1688610
PLANT02,1688621
PLANT02,1688629
PLANT02,1688633
PLANT02,1689543
PLANT02,1689544
PLANT02,1689545
PLANT02,1689546
PLANT02,1689547
PLANT02,1689548
PLANT02,1689549
PLANT02,1689550
PLANT02,1689551
PLANT02,1689780
PLANT02,1689781
PLANT02,1689782
PLANT02,1689783
PLANT02,1689784
PLANT02,1689785
PLANT02,1690100
PLANT02,1690614
PLANT02,1690616
PLANT02,1690619
PLANT02,1690621
PLANT02,1690627
PLANT02,1690628
PLANT02,1690630
PLANT02,1691546
PLANT03,1613321
PLANT03,1615677
PLANT03,1620510
PLANT03,1620552
PLANT03,1622685
PLANT03,1623991
PLANT03,1629341
PLANT03,1634730
PLANT03,1635497
PLANT03,1635536
PLANT03,1636236
PLANT03,1636295
PLANT03,1636782
PLANT03,1639636
PLANT03,1641237
PLANT03,1642993
PLANT03,1643056
PLANT03,1643057
PLANT03,1644050
PLANT03,1644062
PLANT03,1644200
PLANT03,1644308
PLANT03,1645070
PLANT03,1646909
PLANT03,1649002
PLANT03,1649007
PLANT03,1649008
PLANT03,1650568
PLANT03,1650571
PLANT03,1650586
PLANT03,1650685
PLANT03,1650880
PLANT03,1650904
PLANT03,1650905
PLANT03,1651126
PLANT03,1651298
PLANT03,1651299
PLANT03,1651302
PLANT03,1651350
PLANT03,1651366
PLANT03,1651377
PLANT03,1651933
PLANT03,1652080
PLANT03,1652499
PLANT03,1652538
PLANT03,1652604
PLANT03,1652611
PLANT03,1652615
PLANT03,1652630
PLANT03,1652644
PLANT03,1653584
PLANT03,1653588
PLANT03,1654251
PLANT03,1654497
PLANT03,1654498
PLANT03,1654619
PLANT03,1654621
PLANT03,1654622
PLANT03,1654623
PLANT03,1654766
PLANT03,1655373
PLANT03,1655723
PLANT03,1655754
PLANT03,1655818
PLANT03,1655982
PLANT03,1656246
PLANT03,1656347
PLANT03,1656348
PLANT03,1656350
PLANT03,1656353
PLANT03,1656839
PLANT03,1657063
PLANT03,1657064
PLANT03,1657437
PLANT03,1657474
PLANT03,1657475
PLANT03,1658528
PLANT03,1658532
PLANT03,1660152
PLANT03,1660153
PLANT03,1660530
PLANT03,1660551
PLANT03,1660563
PLANT03,1660577
PLANT03,1660578
PLANT03,1660579
PLANT03,1660580
PLANT03,1660583
PLANT03,1660585
PLANT03,1660668
PLANT03,1660673
PLANT03,1660677
PLANT03,1660885
PLANT03,1660897
PLANT03,1661098
PLANT03,1661099
PLANT03,1662238
PLANT03,1662274
PLANT03,1662317
PLANT03,1662395
PLANT03,1662551
PLANT03,1662552
PLANT03,1662554
PLANT03,1662991
PLANT03,1663337
PLANT03,1663341
PLANT03,1663347
PLANT03,1663396
PLANT03,1664051
PLANT03,1664061
PLANT03,1664067
PLANT03,1664069
PLANT03,1664245
PLANT03,1664246
PLANT03,1664247
PLANT03,1664250
PLANT03,1664251
PLANT03,1664254
PLANT03,1664255
PLANT03,1664257
PLANT03,1664258
PLANT03,1664260
PLANT03,1664346
PLANT03,1666295
PLANT03,1666317
PLANT03,1666396
PLANT03,1666441
PLANT03,1666443
PLANT03,1666466
PLANT03,1666470
PLANT03,1666507
PLANT03,1666519
PLANT03,1666524
PLANT03,1666954
PLANT03,1667126
PLANT03,1667817
PLANT03,1667927
PLANT03,1667934
PLANT03,1668094
PLANT03,1668097
PLANT03,1668099
PLANT03,1668127
PLANT03,1668128
PLANT03,1668189
PLANT03,1668343
PLANT03,1668344
PLANT03,1668345
PLANT03,1668346
PLANT03,1668347
PLANT03,1668362
PLANT03,1668421
PLANT03,1668492
PLANT03,1668496
PLANT03,1668545
PLANT03,1668547
PLANT03,1668550
PLANT03,1668554
PLANT03,1668555
PLANT03,1668557
PLANT03,1668606
PLANT03,1668607
PLANT03,1668608
PLANT03,1668609
PLANT03,1668612
PLANT03,1668639
PLANT03,1669409
PLANT03,1669584
PLANT03,1669685
PLANT03,1669701
PLANT03,1669702
PLANT03,1670203
PLANT03,1670215
PLANT03,1671416
PLANT03,1671426
PLANT03,1671461
PLANT03,1671807
PLANT03,1671819
PLANT03,1671832
PLANT03,1671833
PLANT03,1671834
PLANT03,1671836
PLANT03,1671906
PLANT03,1671939
PLANT03,1671942
PLANT03,1671945
PLANT03,1671951
PLANT03,1671955
PLANT03,1671966
PLANT03,1671988
PLANT03,1671997
PLANT03,1672000
PLANT03,1672003
PLANT03,1672006
PLANT03,1672028
PLANT03,1672034
PLANT03,1672049
PLANT03,1672052
PLANT03,1672085
PLANT03,1672088
PLANT03,1672091
PLANT03,1672104
PLANT03,1672110
PLANT03,1672117
PLANT03,1672651
PLANT03,1672661
PLANT03,1672664
PLANT03,1672670
PLANT03,1672676
PLANT03,1672706
PLANT03,1672707
PLANT03,1672708
PLANT03,1672709
PLANT03,1672712
PLANT03,1672713
PLANT03,1672714
PLANT03,1672720
PLANT03,1672721
PLANT03,1672722
PLANT03,1673103
PLANT03,1673245
PLANT03,1673246
PLANT03,1673687
PLANT03,1673710
PLANT03,1674085
PLANT03,1674086
PLANT03,1674118
PLANT03,1674120
PLANT03,1674598
PLANT03,1674853
PLANT03,1675615
PLANT03,1675654
PLANT03,1675655
PLANT03,1675662
PLANT03,1675670
PLANT03,1675746
PLANT03,1676563
PLANT03,1676564
PLANT03,1676565
PLANT03,1676566
PLANT03,1676592
PLANT03,1676699
PLANT03,1676851
PLANT03,1676853
PLANT03,1676942
PLANT03,1677690
PLANT03,1677692
PLANT03,1677877
PLANT03,1677878
PLANT03,1677884
PLANT03,1677887
PLANT03,1677889
PLANT03,1677891
PLANT03,1678000
PLANT03,1678427
PLANT03,1678493
PLANT03,1678494
PLANT03,1678648
PLANT03,1678652
PLANT03,1678674
PLANT03,1678759
PLANT03,1679571
PLANT03,1679638
PLANT03,1679639
PLANT03,1679687
PLANT03,1680210
PLANT03,1680561
PLANT03,1680562
PLANT03,1680712
PLANT03,1680716
PLANT03,1680734
PLANT03,1680736
PLANT03,1680738
PLANT03,1680740
PLANT03,1680742
PLANT03,1680781
PLANT03,1680915
PLANT03,1681775
PLANT03,1681778
PLANT03,1682210
PLANT03,1682341
PLANT03,1682347
PLANT03,1682646
PLANT03,1682648
PLANT03,1682651
PLANT03,1682679
PLANT03,1682681
PLANT03,1682682
PLANT03,1682709
PLANT03,1682712
PLANT03,1682715
PLANT03,1682727
PLANT03,1682730
PLANT03,1682736
PLANT03,1682739
PLANT03,1682742
PLANT03,1682745
PLANT03,1682748
PLANT03,1682751
PLANT03,1682754
PLANT03,1682757
PLANT03,1682760
PLANT03,1682763
PLANT03,1682766
PLANT03,1682769
PLANT03,1682772
PLANT03,1682778
PLANT03,1682784
PLANT03,1682787
PLANT03,1682790
PLANT03,1682793
PLANT03,1682796
PLANT03,1682799
PLANT03,1682802
PLANT03,1682805
PLANT03,1682811
PLANT03,1682814
PLANT03,1682826
PLANT03,1682829
PLANT03,1682832
PLANT03,1682835
PLANT03,1682838
PLANT03,1682850
PLANT03,1682853
PLANT03,1682859
PLANT03,1682862
PLANT03,1682865
PLANT03,1682868
PLANT03,1682869
PLANT03,1682908
PLANT03,1682982
PLANT03,1682983
PLANT03,1683134
PLANT03,1683190
PLANT03,1683191
PLANT03,1683197
PLANT03,1683199
PLANT03,1683200
PLANT03,1683203
PLANT03,1683282
PLANT03,1683293
PLANT03,1683294
PLANT03,1683354
PLANT03,1683359
PLANT03,1683388
PLANT03,1683392
PLANT03,1683397
PLANT03,1683399
PLANT03,1683401
PLANT03,1683403
PLANT03,1683405
PLANT03,1683407
PLANT03,1683409
PLANT03,1683415
PLANT03,1683417
PLANT03,1683419
PLANT03,1683424
PLANT03,1683426
PLANT03,1683430
PLANT03,1683432
PLANT03,1683556
PLANT03,1683558
PLANT03,1683560
PLANT03,1683633
PLANT03,1683634
PLANT03,1683635
PLANT03,1683636
PLANT03,1683700
PLANT03,1683704
PLANT03,1683739
PLANT03,1683773
PLANT03,1683935
PLANT03,1684170
PLANT03,1684330
PLANT03,1684332
PLANT03,1684559
PLANT03,1684560
PLANT03,1684636
PLANT03,1684642
PLANT03,1684647
PLANT03,1684703
PLANT03,1684709
PLANT03,1684743
PLANT03,1684755
PLANT03,1684796
PLANT03,1684808
PLANT03,1684862
PLANT03,1684864
PLANT03,1684865
PLANT03,1684866
PLANT03,1685027
PLANT03,1685028
PLANT03,1685211
PLANT03,1685212
PLANT03,1685213
PLANT03,1685214
PLANT03,1685370
PLANT03,1685760
PLANT03,1686215
PLANT03,1686401
PLANT03,1686463
PLANT03,1686754
PLANT03,1686756
PLANT03,1686758
PLANT03,1687346
PLANT03,1687384
PLANT03,1687491
PLANT03,1687521
PLANT03,1687642
PLANT03,1687643
PLANT03,1687644
PLANT03,1687661
PLANT03,1687689
PLANT03,1687774
PLANT03,1688285
PLANT03,1688288
PLANT03,1688290
PLANT03,1688292
PLANT03,1688294
PLANT03,1688571
PLANT03,1688575
PLANT03,1688587
PLANT03,1688589
PLANT03,1688598
PLANT03,1688600
PLANT03,1688610
PLANT03,1688615
PLANT03,1688621
PLANT03,1688629
PLANT03,1688633
PLANT03,1688678
PLANT03,1688824
PLANT03,1689011
PLANT03,1689012
PLANT03,1689031
PLANT03,1689032
PLANT03,1689033
PLANT03,1689142
PLANT03,1689145
PLANT03,1689146
PLANT03,1689147
PLANT03,1689296
PLANT03,1689298
PLANT03,1689469
PLANT03,1689541
PLANT03,1689543
PLANT03,1689544
PLANT03,1689545
PLANT03,1689546
PLANT03,1689547
PLANT03,1689548
PLANT03,1689549
PLANT03,1689550
PLANT03,1689551
PLANT03,1689553
PLANT03,1689554
PLANT03,1689556
PLANT03,1689601
PLANT03,1689779
PLANT03,1689780
PLANT03,1689781
PLANT03,1689782
PLANT03,1689783
PLANT03,1689784
PLANT03,1689785
PLANT03,1689786
PLANT03,1689788
PLANT03,1690001
PLANT03,1690004
PLANT03,1690006
PLANT03,1690092
PLANT03,1690100
PLANT03,1690294
PLANT03,1690327
PLANT03,1690614
PLANT03,1690616
PLANT03,1690617
PLANT03,1690619
PLANT03,1690621
PLANT03,1690627
PLANT03,1690628
PLANT03,1690630
PLANT03,1690631
PLANT03,1690632
PLANT03,1690633
PLANT03,1690634
PLANT03,1691532
PLANT03,1691544
PLANT03,1691546
PLANT03,1691548
PLANT03,1691650
PLANT03,1691700
PLANT03,1692105
PLANT03,1692106
PLANT03,1692107
PLANT03,1692108
PLANT03,1692109
PLANT03,1692113
PLANT03,1692114
PLANT03,1692115
PLANT03,1692277
PLANT03,1692333
PLANT03,1692401
PLANT03,1692402
PLANT03,1692899
PLANT03,1692940
PLANT03,1692942
PLANT03,1692946
PLANT03,1692948
PLANT03,1692949
PLANT03,1692950
PLANT03,1692952
PLANT03,1692955
PLANT03,1692956
PLANT03,1692961
PLANT03,1692974
PLANT03,1692984
PLANT03,1692987
PLANT03,1692994
PLANT03,1692997
PLANT03,1692998
PLANT03,1693001
PLANT03,1693019
PLANT03,1693081
PLANT03,1693101
PLANT03,1693104
PLANT03,1693105
PLANT03,1693117
PLANT03,1693122
PLANT03,1693192
PLANT03,1693230
PLANT03,1693453
PLANT03,1693602
PLANT03,1693618
PLANT03,1693625
PLANT03,1693626
PLANT03,1693700
PLANT03,1693740
PLANT03,1693747
PLANT03,1693865
PLANT03,1694456
PLANT03,1694720
PLANT03,1695062
PLANT03,1695138
PLANT03,1695139
PLANT03,1695345
PLANT03,1695346
PLANT03,1695348
PLANT03,1695349
PLANT03,1695687
PLANT03,1695817
PLANT03,1695862
PLANT03,1695911
PLANT03,1696073
PLANT03,1696074
PLANT03,1696075
PLANT03,1696149
PLANT03,1696210
PLANT03,1696212
PLANT03,1696214
PLANT03,1696215
PLANT03,1696290
PLANT03,1696297
PLANT03,1696298
PLANT03,1696299
PLANT03,1696300
PLANT03,1696456
PLANT03,1696482
PLANT03,1696488
PLANT03,1696654
PLANT03,1696746
PLANT03,1696747
PLANT03,1696748
PLANT03,1696752
PLANT03,1696753
PLANT03,1696754
PLANT03,1696756
PLANT03,1696757
PLANT03,1696758
PLANT03,1696954
PLANT03,1697067
PLANT03,1697071
PLANT03,1697072
PLANT03,1697080
PLANT03,1697081
PLANT03,1697082
PLANT03,1697083
PLANT03,1697084
PLANT03,1697085
PLANT03,1697086
PLANT03,1697087
PLANT03,1697230
PLANT03,1697306
PLANT03,1697443
PLANT03,1697444
PLANT03,1697872
PLANT03,1697874
PLANT03,1697951
PLANT03,1697952
PLANT03,1697954
PLANT03,1698015
PLANT03,1698131
PLANT03,1698196
PLANT03,1698898
PLANT03,1698913
PLANT03,1698924
PLANT03,1698930
PLANT03,1698977
PLANT03,1698988
PLANT03,1698997
PLANT03,1699022
PLANT03,1699135
PLANT03,1699166
PLANT03,1699172
PLANT03,1699173
PLANT03,1699184
PLANT03,1699188
PLANT03,1699214
PLANT03,1699220
PLANT03,1699231
PLANT03,1699239
PLANT03,1699241
PLANT03,1699242
PLANT03,1699246
PLANT03,1699248
PLANT03,1699249
PLANT03,1699265
PLANT03,1699268
PLANT03,1699283
PLANT03,1699285
PLANT03,1699290
PLANT03,1699298
PLANT03,1699308
PLANT03,1699310
PLANT03,1699311
PLANT03,1699312
PLANT03,1699314
PLANT03,1699315
PLANT03,1699318
PLANT03,1699325
PLANT03,1699326
PLANT03,1699327
PLANT03,1699329
PLANT03,1699333
PLANT03,1699345
PLANT03,1699353
PLANT03,1699361
PLANT03,1699368
PLANT03,1699369
PLANT03,1699371
PLANT03,1699372
PLANT03,1699378
PLANT03,1699380
PLANT03,1699416
PLANT03,1699417
PLANT03,1699418
PLANT03,1699419
PLANT03,1699421
PLANT03,1699424
PLANT03,1699425
PLANT03,1699433
PLANT03,1699465
PLANT03,1699515
PLANT03,1699524
PLANT03,1699525
PLANT03,1699526
PLANT03,1699537
PLANT03,1699539
PLANT03,1699540
PLANT03,1699546
PLANT03,1699548
PLANT03,1699552
PLANT03,1699553
PLANT03,1699555
PLANT03,1699556
PLANT03,1699557
PLANT03,1699561
PLANT03,1699562
PLANT03,1699564
PLANT03,1699567
PLANT03,1699570
PLANT03,1699571
PLANT03,1699573
PLANT03,1699574
PLANT03,1699575
PLANT03,1699576
PLANT03,1699579
PLANT03,1699583
PLANT03,1699584
PLANT03,1699586
PLANT03,1699591
PLANT03,1699623
PLANT03,1699625
PLANT03,1699665
PLANT03,1699666
PLANT03,1699670
PLANT03,1699674
PLANT03,1699675
PLANT03,1699676
PLANT03,1699682
PLANT03,1699689
PLANT03,1699690
PLANT03,1699691
PLANT03,1699694
PLANT03,1699696
PLANT03,1699697
PLANT03,1699700
PLANT03,1699766
PLANT03,1699768
PLANT03,1699769
PLANT03,1699770
PLANT03,1699771
PLANT03,1699772
PLANT03,1699792
PLANT03,1699793
PLANT03,1699794
PLANT03,1699795
PLANT03,1699797
PLANT03,1699798
PLANT03,1699799
PLANT03,1699834
PLANT03,1699836
PLANT03,1699841
PLANT03,1699842
PLANT03,1699844
PLANT03,1699946
PLANT03,1699947
PLANT03,1699948
PLANT03,1699949
PLANT03,1699950
PLANT03,1699951
PLANT03,1699952
PLANT03,1699953
PLANT03,1699954
PLANT03,1699955
PLANT03,1699971
PLANT03,1699974
PLANT03,1699976
PLANT03,1699993
PLANT03,1699995
PLANT03,1700003
PLANT03,1700014
PLANT03,1700094
PLANT03,1700097
PLANT03,1700105
PLANT03,1700118
PLANT03,1700121
PLANT03,1700128
PLANT03,1700130
PLANT03,1700137
PLANT03,1700138
PLANT03,1700139
PLANT03,1700140
PLANT03,1700141
PLANT03,1700142
PLANT03,1700143
PLANT03,1700298
PLANT03,1700360
PLANT03,1700362
PLANT03,1700363
PLANT03,1700366
PLANT03,1700382
PLANT03,1700539
PLANT03,1700557
PLANT03,1700558
PLANT03,1700569
PLANT03,1700570
PLANT03,1700657
PLANT03,1700738
PLANT03,1700769
PLANT03,1700869
PLANT03,1700870
PLANT03,1700871
PLANT03,1700875
PLANT03,1700887
PLANT03,1700958
PLANT03,1700980
PLANT03,1701405
PLANT03,1701406
PLANT03,1701462
PLANT03,1701972
PLANT03,1702016
PLANT04,1667123
PLANT04,1680674
PLANT04,1680682
PLANT04,1680684
PLANT04,1680690
PLANT04,1680697
PLANT04,1680699
PLANT04,1680706
PLANT04,1680712
PLANT04,1680716
PLANT04,1680718
PLANT04,1680738
PLANT04,1680742
PLANT04,1680753
PLANT04,1681972
PLANT04,1681973
PLANT04,1681977
PLANT04,1683134
PLANT04,1683140
PLANT04,1683146
PLANT04,1683739
PLANT04,1683740
PLANT04,1683741
PLANT04,1683749
PLANT04,1683760
PLANT04,1683769
PLANT04,1683773
PLANT04,1683783
PLANT04,1683795
PLANT04,1683800
PLANT04,1684170
PLANT04,1684330
PLANT04,1684332
PLANT04,1684334
PLANT04,1684634
PLANT04,1684636
PLANT04,1684637
PLANT04,1684642
PLANT04,1684643
PLANT04,1684644
PLANT04,1684645
PLANT04,1684646
PLANT04,1684649
PLANT04,1684722
PLANT04,1684724
PLANT04,1684725
PLANT04,1684728
PLANT04,1684730
PLANT04,1684740
PLANT04,1684741
PLANT04,1684743
PLANT04,1684745
PLANT04,1684752
PLANT04,1684754
PLANT04,1684767
PLANT04,1684768
PLANT04,1684771
PLANT04,1684772
PLANT04,1684773
PLANT04,1684794
PLANT04,1685107
PLANT04,1685491
PLANT04,1685516
PLANT04,1685527
PLANT04,1685603
PLANT04,1685628
PLANT04,1685722
PLANT04,1686209
PLANT04,1686215
PLANT04,1686754
PLANT04,1686756
PLANT04,1686758
PLANT04,1687191
PLANT04,1687642
PLANT04,1687643
PLANT04,1687644
PLANT04,1688078
PLANT04,1688092
PLANT04,1688102
PLANT04,1688105
PLANT04,1688106
PLANT04,1688678
PLANT04,1688695
PLANT04,1688746
PLANT04,1688750
PLANT04,1689643
PLANT04,1689644
PLANT04,1689940
PLANT04,1690043
PLANT04,1693699
PLANT04,1693700
PLANT04,1695345
PLANT04,1695346
PLANT04,1695348
PLANT04,1695911
PLANT04,1696073
PLANT04,1696074
PLANT04,1696075
PLANT04,1696214
PLANT04,1696654
PLANT04,1697306
PLANT04,1697443
PLANT04,1697444
PLANT04,1697454
PLANT04,1697938
PLANT04,1697939
PLANT04,1697951
PLANT04,1697952
PLANT04,1697954
PLANT04,1698015
PLANT04,1698044
PLANT04,1698108
PLANT04,1698128
PLANT04,1698129
PLANT04,1698131
PLANT04,1699766
PLANT04,1699767
PLANT04,1699768
PLANT04,1699769
PLANT04,1699770
PLANT04,1699771
PLANT04,1699772
PLANT04,1699773
PLANT04,1699774
PLANT04,1699946
PLANT04,1699947
PLANT04,1699948
PLANT04,1699949
PLANT04,1699950
PLANT04,1699951
PLANT04,1699952
PLANT04,1699953
PLANT04,1699954
PLANT04,1699974
PLANT05,1650942
PLANT05,1650946
PLANT05,1656871
PLANT05,1656873
PLANT05,1656879
PLANT05,1656889
PLANT05,1660742
PLANT05,1660748
PLANT05,1661315
PLANT05,1661316
PLANT05,1661317
PLANT05,1661318
PLANT05,1661319
PLANT05,1661320
PLANT05,1661321
PLANT05,1662989
PLANT05,1662990
PLANT05,1662991
PLANT05,1664340
PLANT05,1664343
PLANT05,1664344
PLANT05,1664345
PLANT05,1664346
PLANT05,1664347
PLANT05,1665087
PLANT05,1666750
PLANT05,1666761
PLANT05,1667071
PLANT05,1667125
PLANT05,1667126
PLANT05,1667143
PLANT05,1667163
PLANT05,1667164
PLANT05,1667679
PLANT05,1668409
PLANT05,1668412
PLANT05,1668419
PLANT05,1668421
PLANT05,1668426
PLANT05,1671354
PLANT05,1672344
PLANT05,1672564
PLANT05,1672565
PLANT05,1672621
PLANT05,1673058
PLANT05,1673059
PLANT05,1674111
PLANT05,1674114
PLANT05,1675500
PLANT05,1675601
PLANT05,1675746
PLANT05,1675747
PLANT05,1675748
PLANT05,1677568
PLANT05,1677578
PLANT05,1677581
PLANT05,1681721
PLANT05,1681759
PLANT05,1681775
PLANT05,1681778
PLANT05,1681883
PLANT05,1681951
PLANT05,1681952
PLANT05,1681953
PLANT05,1681954
PLANT05,1681955
PLANT05,1681956
PLANT05,1681957
PLANT05,1682366
PLANT05,1683286
PLANT05,1683293
PLANT05,1683294
PLANT05,1683354
PLANT05,1683356
PLANT05,1683357
PLANT05,1683359
PLANT05,1683361
PLANT05,1683365
PLANT05,1683523
PLANT05,1683525
PLANT05,1683527
PLANT05,1683528
PLANT05,1683531
PLANT05,1683802
PLANT05,1683808
PLANT05,1684659
PLANT05,1684668
PLANT05,1684669
PLANT05,1684717
PLANT05,1685593
PLANT05,1685595
PLANT05,1685599
PLANT05,1689498
PLANT05,1689502
PLANT05,1692056
PLANT05,1692105
PLANT05,1692106
PLANT05,1692107
PLANT05,1692108
PLANT05,1692109
PLANT05,1692113
PLANT05,1692114
PLANT05,1692115
PLANT05,1692277
PLANT05,1692401
PLANT05,1693453
PLANT05,1696113
PLANT05,1696114
PLANT05,1696256
PLANT05,1696261
PLANT05,1696262
PLANT05,1696263
PLANT05,1696774
PLANT05,1696820
PLANT05,1696822
PLANT05,1697080
PLANT05,1697081
PLANT05,1697082
PLANT05,1697083
PLANT05,1697084
PLANT05,1697085
PLANT05,1697086
PLANT05,1697087
PLANT05,1697102
PLANT05,1697113
PLANT05,1697114
PLANT05,1697115
PLANT06,1683294
PLANT06,1683354
PLANT06,1683361
PLANT06,1683365
PLANT06,1683760
PLANT06,1683769
PLANT06,1683795
PLANT06,1684637
PLANT06,1684644
PLANT06,1684646
PLANT06,1684649
PLANT06,1684717
PLANT06,1684722
PLANT06,1684724
PLANT06,1684725
PLANT06,1684728
PLANT06,1684752
PLANT06,1685107
